,lat,lng,label,counters
713,45.06287,7.6951223025,0,58
714,45.06374,7.69509,0,20
715,45.06374,7.69509,0,20
716,45.06374,7.69509,0,20
717,45.0682457054,7.6947710861,0,357
718,45.0682457054,7.6947710861,0,357
719,45.0682457054,7.6947710861,0,357
720,45.1072092706,7.6910734177,0,38
721,45.1072092706,7.6910734177,0,38
722,45.1072092706,7.6910734177,0,38
723,45.0690645545,7.6949109822,0,91
724,45.0690645545,7.6949109822,0,91
725,45.0690645545,7.6949109822,0,91
726,45.0650276226,7.6954357986,0,71
727,45.0650276226,7.6954357986,0,71
728,45.0650276226,7.6954357986,0,71
729,45.07316,7.69507,0,141
730,45.07316,7.69507,0,141
731,45.07316,7.69507,0,141
732,45.07589,7.69523,0,378
733,45.07589,7.69523,0,378
734,45.07589,7.69523,0,378
735,45.064079269,7.696416378,0,7
736,45.064079269,7.696416378,0,7
737,45.064079269,7.696416378,0,7
738,45.0752363004,7.6953425863,0,403
739,45.0752363004,7.6953425863,0,403
740,45.0752363004,7.6953425863,0,403
741,45.064067509,7.696627748,0,322
742,45.064067509,7.696627748,0,322
743,45.064067509,7.696627748,0,322
744,45.05966,7.69719,0,182
745,45.05966,7.69719,0,182
746,45.05966,7.69719,0,182
747,45.0678,7.69697999999999,0,398
748,45.0678,7.69697999999999,0,398
749,45.0678,7.69697999999999,0,398
750,45.056880837,7.698483835,0,43
751,45.056880837,7.698483835,0,43
752,45.056880837,7.698483835,0,43
753,45.0907533748,7.6955125271,0,250
754,45.0907533748,7.6955125271,0,250
755,45.0907533748,7.6955125271,0,250
756,45.0622,7.6991,0,409
757,45.0622,7.6991,0,409
758,45.0622,7.6991,0,409
759,45.06065,7.69946,0,196
760,45.06065,7.69946,0,196
761,45.06065,7.69946,0,196
762,45.0685,7.69922,0,46
763,45.0685,7.69922,0,46
764,45.0685,7.69922,0,46
765,45.06868,7.69953,0,445
766,45.06868,7.69953,0,445
767,45.06868,7.69953,0,445
768,45.0621593401,7.7002457711,0,1
769,45.0621593401,7.7002457711,0,1
770,45.0621593401,7.7002457711,0,1
771,45.0667,7.7,0,18
772,45.0667,7.7,0,18
773,45.0667,7.7,0,18
774,45.06275,7.70084,0,343
775,45.06275,7.70084,0,343
776,45.06275,7.70084,0,343
777,45.0814487134,7.6990706753,0,15
778,45.0814487134,7.6990706753,0,15
779,45.0814487134,7.6990706753,0,15
780,45.070186271,7.700185604,0,91
781,45.070186271,7.700185604,0,91
782,45.070186271,7.700185604,0,91
783,45.06162,7.70285,0,133
784,45.06162,7.70285,0,133
785,45.06162,7.70285,0,133
786,45.09253,7.70029,0,752
787,45.09253,7.70029,0,752
788,45.09253,7.70029,0,752
789,45.07336,7.70344,0,415
790,45.07336,7.70344,0,415
791,45.07336,7.70344,0,415
792,45.06969,7.70493,0,121
793,45.06969,7.70493,0,121
794,45.06969,7.70493,0,121
795,45.0583,7.70824,0,29
796,45.0583,7.70824,0,29
797,45.0583,7.70824,0,29
798,45.05608839,7.70903158,0,4
799,45.05608839,7.70903158,0,4
800,45.05608839,7.70903158,0,4
801,45.0798,7.70678,0,83
802,45.0798,7.70678,0,83
803,45.0798,7.70678,0,83
804,45.0629491478,7.7117825043,0,45
805,45.0629491478,7.7117825043,0,45
806,45.0629491478,7.7117825043,0,45
807,45.0757511786,7.7112850359,0,113
808,45.0757511786,7.7112850359,0,113
809,45.0757511786,7.7112850359,0,113
